"matrikli_nr","eesnimi","perenimi","isikukood","Sugu","Eelnev haridus","Külalisõppija","Välisõppija","Cum laude","Immatrikuleeritud","Lõpetanud","Käskkirja kinnitamise kp","Käskkirja liik","Käskkirja põhjus","Õpperühm","Õppija staatus","Nominaalaja lõpp","Õppevorm","Koormus","Struktuuriüksus","Õppekava","Õppekava EHIS kood","Õppetase","Spetsialiseerumine","Õppeaasta","Rahastamine","Õppekeel","Õppekava täitmise protsent %","Õppijal on erivajadus","Erivajaduse täpsustus","Õpipoisi ettevõte","Ainepunkte kokku","Ainepunkte perioodis","Kaalutud keskmine kokku","Kaalutud keskmine hinne perioodis","Keskmine kokku","Keskmine hinne perioodis","Võlad kokku","Võlad perioodis","Võlapunktid kokku EAP","Võlapunktid perioodis EAP","Deklareeritud ainepunkte perioodis","VÕTA maht","Aktiivne sooritus aines","Õppeaine","Deklareeritud õppeaine","Deklaratsiooni kinnitus perioodis"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Suurepärane A","õppeaine59","õppeaine59","08.07.2025"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Hea C","õppeaine51","õppeaine51","15.07.2021"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Rahuldav D","õppeaine80","õppeaine80","12.07.2025"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Mittearvestatud MA","õppeaine61","õppeaine61","03.11.2024"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Puudulik F","õppeaine60","õppeaine60","07.05.2025"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Rahuldav D","õppeaine2","õppeaine2","08.03.2022"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","1","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.5","Ei","NULL","DEF AS","65","45","4.4","3.6","3.7","3.7","0","2","20","10","28","9","Suurepärane A","õppeaine84","õppeaine84","07.05.2021"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Mitteilmunud MI","õppeaine85","õppeaine85","05.07.2022"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Kasin E","õppeaine72","õppeaine72","13.09.2025"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Puudulik F","õppeaine40","õppeaine40","13.12.2023"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Mitteilmunud MI","õppeaine98","õppeaine98","30.05.2025"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Arvestatud A","õppeaine8","õppeaine8","01.11.2024"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Suurepärane A","õppeaine1","õppeaine1","08.02.2024"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Puudulik F","õppeaine22","õppeaine22","20.06.2024"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Arvestatud A","õppeaine70","õppeaine70","10.04.2023"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Mittearvestatud MA","õppeaine96","õppeaine96","07.04.2025"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Hea C","õppeaine64","õppeaine64","25.09.2024"
"S00016","Andres","Sepp","35305272685","Mees","412 kutseõpe keskhariduse baasil","Ei","Ei","Ei","26.09.2024","NULL","25.03.2024","Käskkirja tühistamine","NULL","F22kevad","Välisõppes","22.03.2025","t","Osakoormus","Tervishariduse keskus","Terviseteadus","194200","614 magistriõpe (3+2)","NULL","2","Üliõpilane ei hüvita õppekulusid: on alla 7-a lapse või puudega lapse vanem või eestkostja","eesti keel","0.2","Ei","NULL","DEF AS","65","51","4.4","4.1","3.7","3.8","0","1","20","6","23","9","Väga hea B","õppeaine72","õppeaine72","29.01.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Väga hea B","õppeaine59","õppeaine59","24.06.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Arvestatud A","õppeaine52","õppeaine52","09.06.2021"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Rahuldav D","õppeaine2","õppeaine2","16.10.2021"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Kasin E","õppeaine87","õppeaine87","24.08.2024"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Suurepärane A","õppeaine61","õppeaine61","01.07.2024"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Arvestatud A","õppeaine87","õppeaine87","15.09.2023"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Hea C","õppeaine94","õppeaine94","31.10.2020"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Hea C","õppeaine79","õppeaine79","02.03.2023"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Suurepärane A","õppeaine86","õppeaine86","24.05.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Hea C","õppeaine98","õppeaine98","10.05.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Mittearvestatud MA","õppeaine52","õppeaine52","15.08.2023"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","1","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.6","Ei","NULL","NULL","19","23","3.7","4.3","4.9","4.4","4","3","5","3","31","5","Väga hea B","õppeaine21","õppeaine21","28.04.2023"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","2","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.3","Ei","NULL","NULL","19","49","3.7","4.7","4.9","3.0","4","1","5","7","32","5","Suurepärane A","õppeaine52","õppeaine52","19.02.2021"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","2","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.3","Ei","NULL","NULL","19","49","3.7","4.7","4.9","3.0","4","1","5","7","32","5","Kasin E","õppeaine32","õppeaine32","16.12.2020"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","2","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.3","Ei","NULL","NULL","19","49","3.7","4.7","4.9","3.0","4","1","5","7","32","5","Arvestatud A","õppeaine81","õppeaine81","10.10.2020"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","2","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.3","Ei","NULL","NULL","19","49","3.7","4.7","4.9","3.0","4","1","5","7","32","5","Rahuldav D","õppeaine57","õppeaine57","06.01.2023"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","2","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.3","Ei","NULL","NULL","19","49","3.7","4.7","4.9","3.0","4","1","5","7","32","5","Kasin E","õppeaine85","õppeaine85","22.04.2024"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Mitteilmunud MI","õppeaine43","õppeaine43","25.04.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Mittearvestatud MA","õppeaine49","õppeaine49","22.09.2021"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Mittearvestatud MA","õppeaine9","õppeaine9","10.03.2021"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Kasin E","õppeaine82","õppeaine82","08.09.2025"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Hea C","õppeaine43","õppeaine43","23.04.2021"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Rahuldav D","õppeaine88","õppeaine88","28.09.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Arvestatud A","õppeaine26","õppeaine26","17.09.2020"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Suurepärane A","õppeaine21","õppeaine21","20.08.2023"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Puudulik F","õppeaine84","õppeaine84","06.01.2025"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Suurepärane A","õppeaine76","õppeaine76","02.09.2024"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Kasin E","õppeaine100","õppeaine100","27.07.2022"
"S00017","Kati","Pärn","46910220162","Naine","412 kutseõpe keskhariduse baasil","Ei","Jah","Jah","08.07.2024","NULL","09.12.2020","Käskkirja tühistamine","Tervislikel põhjustel","R20kevad","Katkestanud","12.06.2023","t","Määramata","Õenduse õppetool","Farmatseut","1477","514 rakenduskõrgharidusõpe","NULL","3","Üliõpilane ei hüvita õppekulusid: vabastatud muudel põhjustel","eesti keel","0.7","Ei","NULL","NULL","19","48","3.7","4.9","4.9","3.7","4","0","5","0","60","5","Väga hea B","õppeaine35","õppeaine35","18.04.2023"
